NACA 0015                                       
 Alfa =   0.00000 Re =        0.000 Xflap,Yflap =     0.000000    0.000000
#    x        y        Cp  
   1.00000  0.00158  0.47777
   0.99302  0.00279  0.30217
   0.98130  0.00482  0.23311
   0.96804  0.00707  0.18188
   0.95330  0.00954  0.14255
   0.93730  0.01216  0.10838
   0.92034  0.01489  0.07951
   0.90268  0.01768  0.05366
   0.88457  0.02048  0.03026
   0.86617  0.02326  0.00908
   0.84760  0.02601 -0.01054
   0.82891  0.02872 -0.02859
   0.81016  0.03137 -0.04573
   0.79136  0.03398 -0.06208
   0.77254  0.03653 -0.07755
   0.75370  0.03902 -0.09253
   0.73486  0.04145 -0.10693
   0.71601  0.04383 -0.12144
   0.69717  0.04614 -0.13514
   0.67834  0.04839 -0.14905
   0.65952  0.05058 -0.16261
   0.64071  0.05269 -0.17611
   0.62192  0.05474 -0.18964
   0.60316  0.05672 -0.20300
   0.58442  0.05862 -0.21662
   0.56571  0.06044 -0.23004
   0.54704  0.06218 -0.24351
   0.52841  0.06383 -0.25730
   0.50982  0.06539 -0.27098
   0.49128  0.06685 -0.28455
   0.47280  0.06822 -0.29842
   0.45438  0.06948 -0.31215
   0.43602  0.07062 -0.32626
   0.41773  0.07165 -0.34003
   0.39953  0.07256 -0.35401
   0.38141  0.07334 -0.36789
   0.36339  0.07397 -0.38165
   0.34548  0.07447 -0.39530
   0.32768  0.07481 -0.40866
   0.31002  0.07499 -0.42215
   0.29250  0.07501 -0.43476
   0.27515  0.07484 -0.44752
   0.25800  0.07450 -0.45952
   0.24106  0.07395 -0.47086
   0.22438  0.07321 -0.48135
   0.20801  0.07227 -0.49134
   0.19199  0.07111 -0.49952
   0.17641  0.06975 -0.50664
   0.16134  0.06818 -0.51255
   0.14689  0.06641 -0.51620
   0.13314  0.06447 -0.51794
   0.12020  0.06239 -0.51753
   0.10815  0.06018 -0.51436
   0.09702  0.05790 -0.50867
   0.08685  0.05556 -0.50060
   0.07761  0.05321 -0.48897
   0.06925  0.05086 -0.47531
   0.06171  0.04853 -0.45759
   0.05490  0.04623 -0.43782
   0.04876  0.04396 -0.41410
   0.04321  0.04173 -0.38620
   0.03819  0.03953 -0.35531
   0.03364  0.03737 -0.31983
   0.02949  0.03523 -0.27922
   0.02572  0.03311 -0.23331
   0.02229  0.03101 -0.18155
   0.01915  0.02891 -0.12240
   0.01630  0.02682 -0.05628
   0.01370  0.02472  0.01856
   0.01135  0.02262  0.10178
   0.00923  0.02050  0.19441
   0.00734  0.01837  0.29499
   0.00567  0.01622  0.40365
   0.00422  0.01406  0.51660
   0.00298  0.01188  0.63022
   0.00197  0.00969  0.73914
   0.00117  0.00750  0.83616
   0.00058  0.00532  0.91477
   0.00020  0.00316  0.96931
   0.00002  0.00104  0.99665
   0.00002 -0.00104  0.99666
   0.00020 -0.00316  0.96924
   0.00058 -0.00532  0.91502
   0.00117 -0.00750  0.83578
   0.00197 -0.00969  0.73966
   0.00298 -0.01188  0.62968
   0.00422 -0.01406  0.51703
   0.00567 -0.01622  0.40342
   0.00734 -0.01837  0.29507
   0.00923 -0.02050  0.19457
   0.01135 -0.02262  0.10180
   0.01370 -0.02472  0.01797
   0.01630 -0.02682 -0.05555
   0.01915 -0.02891 -0.12272
   0.02229 -0.03101 -0.18145
   0.02572 -0.03311 -0.23280
   0.02949 -0.03523 -0.27955
   0.03364 -0.03737 -0.31978
   0.03819 -0.03953 -0.35525
   0.04322 -0.04173 -0.38686
   0.04876 -0.04396 -0.41378
   0.05490 -0.04623 -0.43774
   0.06171 -0.04853 -0.45761
   0.06925 -0.05086 -0.47485
   0.07761 -0.05321 -0.48927
   0.08685 -0.05556 -0.50046
   0.09702 -0.05790 -0.50868
   0.10815 -0.06018 -0.51448
   0.12020 -0.06239 -0.51731
   0.13314 -0.06447 -0.51808
   0.14689 -0.06641 -0.51620
   0.16135 -0.06818 -0.51242
   0.17641 -0.06975 -0.50692
   0.19199 -0.07111 -0.49946
   0.20801 -0.07227 -0.49112
   0.22438 -0.07321 -0.48148
   0.24106 -0.07395 -0.47068
   0.25800 -0.07450 -0.45953
   0.27515 -0.07484 -0.44732
   0.29250 -0.07501 -0.43507
   0.31002 -0.07499 -0.42206
   0.32768 -0.07481 -0.40876
   0.34548 -0.07447 -0.39525
   0.36339 -0.07397 -0.38171
   0.38141 -0.07334 -0.36778
   0.39953 -0.07256 -0.35407
   0.41773 -0.07165 -0.33989
   0.43602 -0.07062 -0.32619
   0.45438 -0.06948 -0.31232
   0.47280 -0.06822 -0.29844
   0.49128 -0.06685 -0.28459
   0.50982 -0.06539 -0.27081
   0.52841 -0.06383 -0.25720
   0.54704 -0.06218 -0.24360
   0.56571 -0.06044 -0.23012
   0.58442 -0.05862 -0.21639
   0.60316 -0.05672 -0.20311
   0.62192 -0.05474 -0.18961
   0.64071 -0.05269 -0.17621
   0.65952 -0.05058 -0.16249
   0.67834 -0.04839 -0.14897
   0.69717 -0.04614 -0.13532
   0.71601 -0.04383 -0.12130
   0.73486 -0.04145 -0.10699
   0.75370 -0.03902 -0.09260
   0.77254 -0.03653 -0.07742
   0.79136 -0.03398 -0.06200
   0.81016 -0.03137 -0.04577
   0.82891 -0.02872 -0.02866
   0.84760 -0.02601 -0.01041
   0.86617 -0.02326  0.00894
   0.88457 -0.02048  0.03028
   0.90268 -0.01768  0.05372
   0.92034 -0.01489  0.07937
   0.93730 -0.01216  0.10877
   0.95330 -0.00954  0.14219
   0.96804 -0.00707  0.18224
   0.98130 -0.00482  0.23286
   0.99302 -0.00279  0.30222
   1.00000 -0.00158  0.47777
